test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"What positive number, $x$, is a solution to the equation $(x+4)^2 = 49$?",3,7,11,45,A,,The given equation is $(x+4)^2 = 49$.,Take the square root of both sides: $x+4 = \pm\sqrt{49}$.,This gives $x+4 = \pm 7$.,We now have two separate equations to solve.,Equation 1: $x+4 = 7$. Subtracting 4 from both sides gives $x = 3$. This is a positive number.,"Equation 2: $x+4 = -7$. Subtracting 4 from both sides gives $x = -11$. This is a negative number. The question asks for the positive solution, which is 3."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$y = x^2 + 5$ \\ $x = 3$ \\ The graphs of the given equations intersect at the point $(x, y)$ in the xy-plane. What is the value of $y$?",8,11,14,20,C,,The given system of equations is $y = x^2 + 5$ and $x = 3$.,"The intersection point $(x,y)$ is a solution to the system.",Substitute the value of $x$ from the second equation into the first equation: $y = (3)^2 + 5$.,Calculate the square of 3: $y = 9 + 5$.,Perform the addition: $y = 14$.,The value of $y$ at the intersection point is 14.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$5 + |x| = 12$ \\ What is a possible value of $x$?,-7,5,12,17,A,,The given equation is $5 + |x| = 12$.,"First, isolate the absolute value term by subtracting 5 from both sides: $|x| = 12 - 5$.",This simplifies to $|x| = 7$.,"By the definition of absolute value, there are two possible values for $x$.",The possible values are $x = 7$ and $x = -7$.,"Of the given options, -7 is a possible value."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"In the equation $(a-1)^2 = 36$, $a$ is an integer. What is the smallest possible value of $a$?",,,,,-5,-5,The equation is $(a-1)^2 = 36$.,Take the square root of both sides: $a-1 = \pm\sqrt{36}$.,This simplifies to $a-1 = \pm 6$.,This gives two possibilities for the value of $a-1$.,Case 1: $a-1 = 6$. Adding 1 to both sides gives $a = 7$.,Case 2: $a-1 = -6$. Adding 1 to both sides gives $a = -5$. The smallest possible value of $a$ is -5.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$x^2 - 1 = 99$ \\ Which of the following is a value of $x-1$?,9,10,98,100,A,,"First, solve the given equation $x^2 - 1 = 99$ for $x$.","Add 1 to both sides of the equation: $x^2 = 99 + 1$, which simplifies to $x^2 = 100$.",Take the square root of both sides: $x = \pm\sqrt{100}$.,The two possible values for $x$ are $x=10$ and $x=-10$.,The question asks for a possible value of $x-1$. Let's test both values of $x$.,"If $x=10$, then $x-1 = 10-1 = 9$. If $x=-10$, then $x-1 = -10-1 = -11$. Among the choices, 9 is a possible value."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$y = \sqrt{x} + 4$ \\ $x = 64$ \\ The given equations have a solution $(x,y)$. What is the value of $y$?",8,12,20,68,B,,We have a system of two equations: $y = \sqrt{x} + 4$ and $x = 64$.,"To find the value of $y$, we substitute the value of $x$ from the second equation into the first equation.",Substitute 64 for $x$ in the first equation: $y = \sqrt{64} + 4$.,"Calculate the principal square root of 64, which is 8.",The equation becomes $y = 8 + 4$.,Performing the addition gives $y = 12$. The value of $y$ is 12.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$|x - 8| = 3$ \\ What is one possible value for $x$?,,,,,"11, 5","11, 5",The equation $|x - 8| = 3$ is an absolute value equation.,This equation can be rewritten as two separate linear equations.,"Case 1: $x - 8 = 3$. To solve for $x$, add 8 to both sides: $x = 3 + 8$, which gives $x = 11$.","Case 2: $x - 8 = -3$. To solve for $x$, add 8 to both sides: $x = -3 + 8$, which gives $x = 5$.",The two possible solutions for $x$ are 11 and 5.,Either 11 or 5 is a correct answer.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$x^2 + y = 10$ \\ $y = x^2$ \\ If $(x,y)$ is a solution to the system of equations above, what is the value of $y$?",2,5,10,20,B,,The given system of equations is $x^2 + y = 10$ and $y = x^2$.,"We can use substitution to solve the system. Substitute $y$ for $x^2$ in the first equation, based on the second equation.",The first equation becomes $y + y = 10$.,Combine the terms on the left side: $2y = 10$.,Divide both sides by 2 to solve for $y$: $y = \frac{10}{2}$.,This gives $y = 5$. The value of $y$ in the solution is 5.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"If $x > 0$ and $x^2 - 20 = 5$, what is the value of $x$?",,,,,5,5,The given equation is $x^2 - 20 = 5$.,"First, add 20 to both sides to isolate the $x^2$ term: $x^2 = 5 + 20$.",This simplifies to $x^2 = 25$.,Take the square root of both sides to get the possible values for $x$: $x = \pm\sqrt{25}$.,The solutions are $x = 5$ and $x = -5$.,"The problem states that $x > 0$, so we choose the positive solution, which is $x=5$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$\frac{1}{2}x^2 = 18$ \\ What is the positive solution to this equation?,3,6,9,36,B,,The equation is $\frac{1}{2}x^2 = 18$.,"To isolate the $x^2$ term, multiply both sides of the equation by 2: $x^2 = 18 \times 2$.",This simplifies to $x^2 = 36$.,Take the square root of both sides: $x = \pm\sqrt{36}$.,The two solutions are $x=6$ and $x=-6$.,"The question asks for the positive solution, which is 6."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$y = x^2$ \\ $x+y=2$ \\ Which of the following is a possible value for $x$?,-2,0,2,4,A,,We have a system of two equations: $y=x^2$ and $x+y=2$.,Substitute the expression for $y$ from the first equation into the second equation: $x + (x^2) = 2$.,Rearrange the terms to form a standard quadratic equation: $x^2 + x - 2 = 0$.,Factor the quadratic expression: $(x+2)(x-1) = 0$.,"Using the zero product property, we find the possible values for $x$: $x+2=0$ or $x-1=0$.","Solving these two linear equations gives $x=-2$ and $x=1$. From the given choices, -2 is a possible value."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$k^2 + 7 = 71$ \\ What is a solution to the given equation?,8,32,64,78,A,,The equation is $k^2 + 7 = 71$.,"To solve for $k$, subtract 7 from both sides to isolate the $k^2$ term: $k^2 = 71 - 7$.",This simplifies to $k^2 = 64$.,Take the square root of both sides: $k = \pm\sqrt{64}$.,The two possible values for $k$ are $k = 8$ and $k = -8$.,"The question asks for a solution, and 8 is one of the options."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$|3x| = 21$ \\ What is one possible value of $x$?,,,,,"7, -7","7, -7",The given equation is $|3x| = 21$.,"According to the definition of absolute value, this equation yields two possibilities.",Case 1: $3x = 21$. Dividing both sides by 3 gives $x = 7$.,Case 2: $3x = -21$. Dividing both sides by 3 gives $x = -7$.,"So, the two possible values of $x$ are 7 and -7.",Either 7 or -7 can be given as a correct answer.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"If $(x+10)^2=1$, which of the following could be the value of $x$?",-11,-1,1,9,A,,The equation to solve is $(x+10)^2=1$.,Take the square root of both sides of the equation: $\sqrt{(x+10)^2} = \pm\sqrt{1}$.,This simplifies to $x+10 = \pm 1$.,This gives two separate linear equations.,"First equation: $x+10=1$. Subtracting 10 from both sides gives $x = 1 - 10$, so $x = -9$.","Second equation: $x+10=-1$. Subtracting 10 from both sides gives $x = -1 - 10$, so $x = -11$. Of the choices, -11 is a possible value."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$x^2 + 5 = 69$ \\ What is the positive solution to the given equation?,8,32,64,74,A,,The given equation is $x^2 + 5 = 69$.,"To solve for $x$, first isolate the $x^2$ term by subtracting 5 from both sides of the equation: $x^2 = 69 - 5$.",This simplifies to $x^2 = 64$.,"Next, take the square root of both sides: $x = \pm\sqrt{64}$.",The two possible values for $x$ are $x = 8$ and $x = -8$.,"The question asks for the positive solution, which is 8."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$y = x^2$ \\ $y = 121$ \\ The graphs of the given equations in the xy-plane intersect at two points. What is the negative value of x at one of the intersection points?,,,,,-11,-11,We are given a system of two equations: $y = x^2$ and $y = 121$.,"To find the x-coordinates of the intersection points, we can set the expressions for $y$ equal to each other or use substitution.",Substituting 121 for $y$ in the first equation gives $121 = x^2$.,"To solve for $x$, take the square root of both sides: $x = \pm\sqrt{121}$.",This gives two solutions for $x$: $x = 11$ and $x = -11$.,"The question asks for the negative value of $x$, which is -11."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"If $(x-6)^2 = 16$, what is one possible value of $x$?",2,4,-10,22,A,,The given equation is $(x-6)^2 = 16$.,Take the square root of both sides of the equation: $\sqrt{(x-6)^2} = \pm\sqrt{16}$.,This simplifies to $x - 6 = \pm 4$.,This gives two separate linear equations to solve.,"Case 1: $x - 6 = 4$. Add 6 to both sides: $x = 4 + 6$, which gives $x = 10$.","Case 2: $x - 6 = -4$. Add 6 to both sides: $x = -4 + 6$, which gives $x = 2$. Of the choices provided, 2 is a possible value."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$|x+5| = 15$ \\ What is the positive solution to the given equation?,-20,5,10,20,C,,The given equation is $|x+5| = 15$.,"By the definition of absolute value, this equation can be split into two cases.","Case 1: $x + 5 = 15$. Subtracting 5 from both sides gives $x = 15 - 5$, so $x = 10$.","Case 2: $x + 5 = -15$. Subtracting 5 from both sides gives $x = -15 - 5$, so $x = -20$.",The two solutions to the equation are 10 and -20.,"The question asks for the positive solution, which is 10."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$x = 81$ \\ $y = \sqrt{x} + 1$ \\ The given equations define a solution $(x, y)$ in the xy-plane. What is the value of $y$?",,,,,10,10,We have a system of two equations: $x = 81$ and $y = \sqrt{x} + 1$.,"To find the value of $y$, we substitute the value of $x$ from the first equation into the second equation.",Substitute 81 for $x$ in the second equation: $y = \sqrt{81} + 1$.,Calculate the square root of 81: $\sqrt{81} = 9$.,The equation becomes $y = 9 + 1$.,Performing the addition gives $y = 10$. The value of $y$ is 10.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$\frac{x^2}{5} = 20$ \\ Which of the following is a solution to the given equation?,4,10,25,100,B,,The given equation is $\frac{x^2}{5} = 20$.,"To solve for $x$, first multiply both sides of the equation by 5 to isolate the $x^2$ term: $x^2 = 20 \times 5$.",This simplifies to $x^2 = 100$.,Take the square root of both sides to solve for $x$: $x = \pm\sqrt{100}$.,The solutions are $x = 10$ and $x = -10$.,"Of the choices given, 10 is a solution to the equation."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$4x^2 = 100$ \\ What is the positive value of $x$ that satisfies the equation?,,,,,5,5,The given equation is $4x^2 = 100$.,"To solve for $x$, first divide both sides by 4 to isolate $x^2$: $x^2 = \frac{100}{4}$.",The equation simplifies to $x^2 = 25$.,Take the square root of both sides: $x = \pm\sqrt{25}$.,The two possible values for $x$ are $x = 5$ and $x = -5$.,"The question asks for the positive value of $x$, which is 5."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$|3x - 2| = 10$ \\ Which of the following is a possible solution to the given equation?,2,3,4,8,C,,The given equation is $|3x - 2| = 10$.,The definition of absolute value means this can be broken into two separate linear equations.,Case 1: $3x - 2 = 10$. Adding 2 to both sides gives $3x = 12$. Dividing by 3 gives $x = 4$.,Case 2: $3x - 2 = -10$. Adding 2 to both sides gives $3x = -8$. Dividing by 3 gives $x = -\frac{8}{3}$.,The two possible solutions to the equation are 4 and $-8/3$.,"Of the choices given, 4 is a possible solution."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$x^2 = y - 3$ \\ $y = 19$ \\ For the solution $(x,y)$ to the system of equations above, what is a possible value of $x$?",-16,-4,16,22,B,,The given system of equations is $x^2 = y - 3$ and $y = 19$.,Substitute the value of $y$ from the second equation into the first equation.,This gives $x^2 = 19 - 3$.,Simplify the right side of the equation: $x^2 = 16$.,Take the square root of both sides to find the values of $x$: $x = \pm\sqrt{16}$.,"The possible values for $x$ are 4 and -4. Of the given choices, -4 is a possible value."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"If $\sqrt{x+5} = 6$, what is the value of $x$?",,,,,31,31,The given equation is $\sqrt{x+5} = 6$.,"To remove the square root, we square both sides of the equation: $(\sqrt{x+5})^2 = 6^2$.",This simplifies to $x + 5 = 36$.,"To solve for $x$, subtract 5 from both sides of the equation: $x = 36 - 5$.",This gives the solution $x = 31$.,We can check the answer by substituting 31 back into the original equation: $\sqrt{31+5} = \sqrt{36} = 6$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$y = x + 3$ \\ $y = x^2 + 1$ \\ If $(x,y)$ is a solution to the system of equations above and $x > 0$, what is the value of $x$?",1,2,3,4,B,,We are given a system of equations: $y = x + 3$ and $y = x^2 + 1$.,"Since both expressions are equal to $y$, we can set them equal to each other: $x + 3 = x^2 + 1$.",Rearrange the equation into standard quadratic form ($ax^2 + bx + c = 0$) by moving all terms to one side. Subtract $x$ and 3 from both sides: $0 = x^2 - x - 2$.,Factor the quadratic expression: $(x-2)(x+1) = 0$.,The zero product property gives two possible solutions for $x$: $x=2$ and $x=-1$.,"The problem states that $x > 0$, so the correct value of $x$ is 2."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"In the equation $(x+1)^2 = 81$, what is the smallest possible value of $x$?",,,,,-10,-10,The given equation is $(x+1)^2 = 81$.,Take the square root of both sides: $x+1 = \pm\sqrt{81}$.,This simplifies to $x+1 = \pm 9$.,This results in two separate equations.,Case 1: $x+1 = 9$. Subtracting 1 gives $x = 8$.,Case 2: $x+1 = -9$. Subtracting 1 gives $x = -10$. The smallest possible value of $x$ is -10.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$y = x^2 - 4$ \\ $x = 5$ \\ The graphs of the given equations intersect at the point $(x, y)$ in the xy-plane. What is the value of $y$?",1,6,21,29,C,,The given system of equations is $y = x^2 - 4$ and $x = 5$.,"The intersection point $(x,y)$ represents a solution to the system.",Substitute the value of $x$ from the second equation into the first equation: $y = (5)^2 - 4$.,Calculate the square of 5: $y = 25 - 4$.,Perform the subtraction: $y = 21$.,The value of $y$ at the intersection point is 21.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$10 + |x| = 13$ \\ What is one possible value of $x$?,,,,,"3, -3","3, -3",The given equation is $10 + |x| = 13$.,"First, isolate the absolute value term by subtracting 10 from both sides: $|x| = 13 - 10$.",This simplifies to $|x| = 3$.,"By the definition of absolute value, there are two possible values for $x$.",The possible values are $x = 3$ and $x = -3$.,Either 3 or -3 is a correct answer.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$2x^2 = 18$ \\ $y = x^2$ \\ If $(x,y)$ is a solution to the system of equations and $x>0$, what is the value of $x$?",,,,,3,3,We are given a system of equations: $2x^2=18$ and $y=x^2$. We need to find the value of $x$.,"We can solve the first equation, $2x^2=18$, for $x$. First, divide both sides by 2.","$x^2 = \frac{18}{2}$, which simplifies to $x^2 = 9$.",Take the square root of both sides: $x = \pm\sqrt{9}$.,The possible values for $x$ are $x=3$ and $x=-3$.,"The question specifies that $x>0$, so we must choose the positive solution, $x=3$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$x^2 + 2 = 27$ \\ If $x > 0$, what is the value of $x+1$?",5,6,26,28,B,,"First, solve the given equation $x^2 + 2 = 27$ for $x$.","Subtract 2 from both sides of the equation: $x^2 = 27 - 2$, which simplifies to $x^2 = 25$.",Take the square root of both sides: $x = \pm\sqrt{25}$. The solutions are $x=5$ and $x=-5$.,"The problem states that $x > 0$, so we use the positive solution, $x=5$.",The question asks for the value of the expression $x+1$.,Substitute $x=5$ into the expression: $5+1=6$. The value is 6.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$y = \sqrt{x} - 3$ \\ $x = 100$ \\ The given equations have a solution $(x,y)$. What is the value of $y$?",7,10,13,97,A,,We have a system of two equations: $y = \sqrt{x} - 3$ and $x = 100$.,"To find the value of $y$, substitute the value of $x$ from the second equation into the first equation.",This gives $y = \sqrt{100} - 3$.,"Calculate the principal square root of 100, which is 10.",The equation becomes $y = 10 - 3$.,Performing the subtraction gives $y = 7$. The value of $y$ is 7.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$|x - 1| = 1$ \\ What is the non-zero value for $x$?,,,,,2,2,The equation $|x - 1| = 1$ is an absolute value equation.,This equation can be rewritten as two separate linear equations.,"Case 1: $x - 1 = 1$. To solve for $x$, add 1 to both sides: $x = 1 + 1$, which gives $x = 2$.","Case 2: $x - 1 = -1$. To solve for $x$, add 1 to both sides: $x = -1 + 1$, which gives $x = 0$.",The two possible solutions for $x$ are 2 and 0.,"The question asks for the non-zero value, which is 2."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$x^2 + y = 20$ \\ $y = 4$ \\ If $(x,y)$ is a solution to the system of equations above and $x < 0$, what is the value of $x$?",16,4,-4,-16,C,,The given system of equations is $x^2 + y = 20$ and $y = 4$.,Substitute the value of $y$ from the second equation into the first equation: $x^2 + 4 = 20$.,"To solve for $x$, subtract 4 from both sides: $x^2 = 20 - 4$.",This simplifies to $x^2 = 16$.,"Take the square root of both sides to find the possible values for $x$: $x = \pm\sqrt{16}$, so $x=4$ or $x=-4$.","The question specifies that $x < 0$, so we must choose the negative solution, $x=-4$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"If $x > 0$ and $x^2 - 10 = 26$, what is the value of $x$?",,,,,6,6,The given equation is $x^2 - 10 = 26$.,"First, add 10 to both sides to isolate the $x^2$ term: $x^2 = 26 + 10$.",This simplifies to $x^2 = 36$.,Take the square root of both sides to get the possible values for $x$: $x = \pm\sqrt{36}$.,The solutions are $x = 6$ and $x = -6$.,"The problem states that $x > 0$, so we choose the positive solution, which is $x=6$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$\frac{1}{3}x^2 = 27$ \\ What is the positive solution to this equation?,3,9,27,81,B,,The equation is $\frac{1}{3}x^2 = 27$.,"To isolate the $x^2$ term, multiply both sides of the equation by 3: $x^2 = 27 \times 3$.",This simplifies to $x^2 = 81$.,Take the square root of both sides: $x = \pm\sqrt{81}$.,The two solutions are $x=9$ and $x=-9$.,"The question asks for the positive solution, which is 9."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"$y = x^2$ \\ $y=x+6$ \\ If $(x,y)$ is a solution to the system of equations above where $x > 0$, what is the value of $x$?",2,3,6,8,B,,We are given a system of two equations: $y=x^2$ and $y=x+6$.,"Since both expressions are equal to $y$, we can set them equal to each other: $x^2 = x+6$.",Rearrange the terms to form a standard quadratic equation: $x^2 - x - 6 = 0$.,Factor the quadratic expression: $(x-3)(x+2) = 0$.,"Using the zero product property, we find the possible values for $x$: $x-3=0$ or $x+2=0$, which give $x=3$ and $x=-2$.","The question requires that $x>0$, so the correct value is 3."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$p^2 + 10 = 110$ \\ What is a solution to the given equation?,10,50,100,120,A,,The equation is $p^2 + 10 = 110$.,"To solve for $p$, subtract 10 from both sides to isolate the $p^2$ term: $p^2 = 110 - 10$.",This simplifies to $p^2 = 100$.,Take the square root of both sides: $p = \pm\sqrt{100}$.,The two possible values for $p$ are $p = 10$ and $p = -10$.,"The question asks for a solution, and 10 is one of the options."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$|5x| = 30$ \\ What is one possible value of $x$?,,,,,"6, -6","6, -6",The given equation is $|5x| = 30$.,"According to the definition of absolute value, this equation can be broken into two cases.",Case 1: $5x = 30$. Dividing both sides by 5 gives $x = 6$.,Case 2: $5x = -30$. Dividing both sides by 5 gives $x = -6$.,The two possible values of $x$ are 6 and -6.,Either 6 or -6 can be given as a correct answer.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,"If $(x-8)^2=1$, which of the following could be the value of $x$?",1,-7,7,-9,C,,The equation to solve is $(x-8)^2=1$.,Take the square root of both sides of the equation: $\sqrt{(x-8)^2} = \pm\sqrt{1}$.,This simplifies to $x-8 = \pm 1$.,This gives two separate linear equations to solve.,"First equation: $x-8=1$. Adding 8 to both sides gives $x = 1 + 8$, so $x = 9$.","Second equation: $x-8=-1$. Adding 8 to both sides gives $x = -1 + 8$, so $x = 7$. Of the choices, 7 is a possible value."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,$x^2 - 24 = 1$ \\ What is the positive solution to the given equation?,4,5,23,25,B,,The given equation is $x^2 - 24 = 1$.,"To solve for $x$, first isolate the $x^2$ term by adding 24 to both sides of the equation: $x^2 = 1 + 24$.",This simplifies to $x^2 = 25$.,"Next, take the square root of both sides: $x = \pm\sqrt{25}$.",The two possible values for $x$ are $x = 5$ and $x = -5$.,"The question asks for the positive solution, which is 5."
